UNIQUE_IDENTIFIER,LIST_ID,LISTED_WATER_NAME,DETAILED_CAUSE,PARENT_CAUSE,CYCLE_YEAR,STATE,HUC8_LIST,FEATUREDETAILURL
OH04100012 050<<=>>2008,OH04100012 050,VERMILION RIVER (HEADWATERS TO UPSTREAM EAST BRANCH),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100012,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100012 050&p_cycle=2008&p_state=OH
OH04100012 060<<=>>2008,OH04100012 060,VERMILION RIVER (UPSTREAM EAST BRANCH TO MOUTH),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100012,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100012 060&p_cycle=2008&p_state=OH
OH04100012 060<<=>>2008,OH04100012 060,VERMILION RIVER (UPSTREAM EAST BRANCH TO MOUTH),NUTRIENTS,NUTRIENTS,2008,OH,4100012,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100012 060&p_cycle=2008&p_state=OH
OH04110001 020<<=>>2008,OH04110001 020,WEST BRANCH BLACK RIVER,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 020&p_cycle=2008&p_state=OH
OH04110001 020<<=>>2008,OH04110001 020,WEST BRANCH BLACK RIVER,NUTRIENTS,NUTRIENTS,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 020&p_cycle=2008&p_state=OH
OH04110001 040<<=>>2008,OH04110001 040,EAST BRANCH BLACK RIVER (DOWNSTREAM COON CREEK TO MOUTH),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 040&p_cycle=2008&p_state=OH
OH04110001 040<<=>>2008,OH04110001 040,EAST BRANCH BLACK RIVER (DOWNSTREAM COON CREEK TO MOUTH),NUTRIENTS,NUTRIENTS,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 040&p_cycle=2008&p_state=OH
OH04110001 050<<=>>2008,OH04110001 050,BLACK RIVER; LAKE ERIE TRIBUTARIES EAST OF BLACK RIVER TO WEST OF PORTER CREEK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 050&p_cycle=2008&p_state=OH
OH04110001 050<<=>>2008,OH04110001 050,BLACK RIVER; LAKE ERIE TRIBUTARIES EAST OF BLACK RIVER TO WEST OF PORTER CREEK),NUTRIENTS,NUTRIENTS,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 050&p_cycle=2008&p_state=OH
OH04110001 060<<=>>2008,OH04110001 060,WEST BRANCH ROCKY RIVER,"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 060&p_cycle=2008&p_state=OH
OH04110001 060<<=>>2008,OH04110001 060,WEST BRANCH ROCKY RIVER,NUTRIENTS,NUTRIENTS,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 060&p_cycle=2008&p_state=OH
OH04110001 060<<=>>2008,OH04110001 060,WEST BRANCH ROCKY RIVER,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 060&p_cycle=2008&p_state=OH
OH04110001 070<<=>>2008,OH04110001 070,ROCKY RIVER; EAST BRANCH ROCKY R.; LAKE ERIE TRIBUTARIES (WEST OF PORTER CR. TO WEST OF OF CUYAHOGA R.),"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 070&p_cycle=2008&p_state=OH
OH04110001 070<<=>>2008,OH04110001 070,ROCKY RIVER; EAST BRANCH ROCKY R.; LAKE ERIE TRIBUTARIES (WEST OF PORTER CR. TO WEST OF OF CUYAHOGA R.),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 070&p_cycle=2008&p_state=OH
OH04110001 070<<=>>2008,OH04110001 070,ROCKY RIVER; EAST BRANCH ROCKY R.; LAKE ERIE TRIBUTARIES (WEST OF PORTER CR. TO WEST OF OF CUYAHOGA R.),NUTRIENTS,NUTRIENTS,2008,OH,4110001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110001 070&p_cycle=2008&p_state=OH
OH04110002 050<<=>>2008,OH04110002 050,CUYAHOGA RIVER (DOWNSTREAM BRANDYWINE CR. TO DOWNSTREAM TINKERS CR.); EXCLUDING CUYAHOG R. MAINSTEM,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4110002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110002 050&p_cycle=2008&p_state=OH
OH04110002 050<<=>>2008,OH04110002 050,CUYAHOGA RIVER (DOWNSTREAM BRANDYWINE CR. TO DOWNSTREAM TINKERS CR.); EXCLUDING CUYAHOG R. MAINSTEM,NUTRIENTS,NUTRIENTS,2008,OH,4110002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110002 050&p_cycle=2008&p_state=OH
OH04110003 010<<=>>2008,OH04110003 010,LAKE ERIE TRIBUTARIES (EAST OF CUYAHOGA RIVER TO WEST OF GRAND RIVER); EXCLUDING CHAGRI RIVER,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4110003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110003 010&p_cycle=2008&p_state=OH
OH04110003 040<<=>>2008,OH04110003 040,LAKE ERIE TRIBUTARIES (EAST OF GRAND RIVER TO WEST OF ASHTABULA RIVER,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4110003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110003 040&p_cycle=2008&p_state=OH
OH04110003 040<<=>>2008,OH04110003 040,LAKE ERIE TRIBUTARIES (EAST OF GRAND RIVER TO WEST OF ASHTABULA RIVER,NUTRIENTS,NUTRIENTS,2008,OH,4110003,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110003 040&p_cycle=2008&p_state=OH
OH04110004 050<<=>>2008,OH04110004 050,MILL CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,"04110004, 05030102",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04110004 050&p_cycle=2008&p_state=OH
OH05030101 100<<=>>2008,OH05030101 100,OHIO RIVER TRIBUTARIES (DOWNSTREAM LITTLE BEAVER CREEK TO UPSTREAM YELLOW CREEK),EXCESS ALGAL GROWTH,ALGAL GROWTH,2008,OH,5030101,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030101 100&p_cycle=2008&p_state=OH
OH05030101 100<<=>>2008,OH05030101 100,OHIO RIVER TRIBUTARIES (DOWNSTREAM LITTLE BEAVER CREEK TO UPSTREAM YELLOW CREEK),NUTRIENTS,NUTRIENTS,2008,OH,5030101,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030101 100&p_cycle=2008&p_state=OH
OH05030101 180<<=>>2008,OH05030101 180,YELLOW CREEK (HEADWATERS TO UPSTREAM TOWN FORK),DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030101,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030101 180&p_cycle=2008&p_state=OH
OH05030101 180<<=>>2008,OH05030101 180,YELLOW CREEK (HEADWATERS TO UPSTREAM TOWN FORK),ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030101,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030101 180&p_cycle=2008&p_state=OH
OH05030102 030<<=>>2008,OH05030102 030,PYMATUNING CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030102 030&p_cycle=2008&p_state=OH
OH05030102 050<<=>>2008,OH05030102 050,YANKEE CREEK; LITTLE YANKEE CREEK,NUTRIENTS,NUTRIENTS,2008,OH,5030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030102 050&p_cycle=2008&p_state=OH
OH05030103 001<<=>>2008,OH05030103 001,MAHONING RIVER MAINSTEM (DOWNSTREAM EAGLE CREEK TO PENNSYLVANIA BORDER),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 001&p_cycle=2008&p_state=OH
OH05030103 001<<=>>2008,OH05030103 001,MAHONING RIVER MAINSTEM (DOWNSTREAM EAGLE CREEK TO PENNSYLVANIA BORDER),NUTRIENTS,NUTRIENTS,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 001&p_cycle=2008&p_state=OH
OH05030103 010<<=>>2008,OH05030103 010,MAHONING RIVER (HEADWATERS TO DOWNSTREAM BEECH CREEK),NUTRIENTS,NUTRIENTS,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 010&p_cycle=2008&p_state=OH
OH05030103 020<<=>>2008,OH05030103 020,MAHONING RIVER (DOWNSTREAM BEECH CREEK TO DOWNSTREAM BERLIN DAM),NUTRIENTS,NUTRIENTS,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 020&p_cycle=2008&p_state=OH
OH05030103 030<<=>>2008,OH05030103 030,MAHONING RIVER (DOWNSTREAM BERLIN DAM TO DOWNSTREAM WEST BRANCH),DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 030&p_cycle=2008&p_state=OH
OH05030103 030<<=>>2008,OH05030103 030,MAHONING RIVER (DOWNSTREAM BERLIN DAM TO DOWNSTREAM WEST BRANCH),NUTRIENTS,NUTRIENTS,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 030&p_cycle=2008&p_state=OH
OH05030103 030<<=>>2008,OH05030103 030,MAHONING RIVER (DOWNSTREAM BERLIN DAM TO DOWNSTREAM WEST BRANCH),ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 030&p_cycle=2008&p_state=OH
OH05030103 040<<=>>2008,OH05030103 040,MAHONING RIVER (DOWNSTREAM WEST BRANCH TO UPSTREAM DUCK CREEK),NUTRIENTS,NUTRIENTS,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 040&p_cycle=2008&p_state=OH
OH05030103 040<<=>>2008,OH05030103 040,MAHONING RIVER (DOWNSTREAM WEST BRANCH TO UPSTREAM DUCK CREEK),DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 040&p_cycle=2008&p_state=OH
OH05030103 040<<=>>2008,OH05030103 040,MAHONING RIVER (DOWNSTREAM WEST BRANCH TO UPSTREAM DUCK CREEK),ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 040&p_cycle=2008&p_state=OH
OH05030103 070<<=>>2008,OH05030103 070,MAHONING RIVER (DOWNSTREAM MOSQUITO CREEK TO UPSTREAM MILL CREEK); EXCLUDING MAHONING R,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,"05030101, 05030103",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 070&p_cycle=2008&p_state=OH
OH05030103 070<<=>>2008,OH05030103 070,MAHONING RIVER (DOWNSTREAM MOSQUITO CREEK TO UPSTREAM MILL CREEK); EXCLUDING MAHONING R,NUTRIENTS,NUTRIENTS,2008,OH,"05030101, 05030103",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 070&p_cycle=2008&p_state=OH
OH05030103 070<<=>>2008,OH05030103 070,MAHONING RIVER (DOWNSTREAM MOSQUITO CREEK TO UPSTREAM MILL CREEK); EXCLUDING MAHONING R,"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,"05030101, 05030103",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 070&p_cycle=2008&p_state=OH
OH05030103 080<<=>>2008,OH05030103 080,MAHONING RIVER (UPSTREAM MILL CREEK TO MOUTH); EXCLUDING MAHONING R. MAINSTEM,"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 080&p_cycle=2008&p_state=OH
OH05030103 080<<=>>2008,OH05030103 080,MAHONING RIVER (UPSTREAM MILL CREEK TO MOUTH); EXCLUDING MAHONING R. MAINSTEM,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 080&p_cycle=2008&p_state=OH
OH05030103 080<<=>>2008,OH05030103 080,MAHONING RIVER (UPSTREAM MILL CREEK TO MOUTH); EXCLUDING MAHONING R. MAINSTEM,NUTRIENTS,NUTRIENTS,2008,OH,5030103,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030103 080&p_cycle=2008&p_state=OH
OH05030201 100<<=>>2008,OH05030201 100,LITTLE MUSKINGUM RIVER (UPSTREAM CLEAR FORK TO MOUTH),NUTRIENTS,NUTRIENTS,2008,OH,5030201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030201 100&p_cycle=2008&p_state=OH
OH05030204 010<<=>>2008,OH05030204 010,HOCKING RIVER (HEADWATERS TO ENTERPRISE); EXCLUDING RUSH CREEK AND CLEAR CREEK,NUTRIENTS,NUTRIENTS,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 010&p_cycle=2008&p_state=OH
OH05030204 010<<=>>2008,OH05030204 010,HOCKING RIVER (HEADWATERS TO ENTERPRISE); EXCLUDING RUSH CREEK AND CLEAR CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 010&p_cycle=2008&p_state=OH
OH05030204 020<<=>>2008,OH05030204 020,RUSH CREEK (HEADWATERS TO UPSTREAM LITTLE RUSH CREEK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 020&p_cycle=2008&p_state=OH
OH05030204 020<<=>>2008,OH05030204 020,RUSH CREEK (HEADWATERS TO UPSTREAM LITTLE RUSH CREEK),NUTRIENTS,NUTRIENTS,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 020&p_cycle=2008&p_state=OH
OH05030204 030<<=>>2008,OH05030204 030,RUSH CREEK (UPSTREAM LITTLE RUSH CREEK TO MOUTH),NUTRIENTS,NUTRIENTS,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 030&p_cycle=2008&p_state=OH
OH05030204 030<<=>>2008,OH05030204 030,RUSH CREEK (UPSTREAM LITTLE RUSH CREEK TO MOUTH),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 030&p_cycle=2008&p_state=OH
OH05030204 050<<=>>2008,OH05030204 050,HOCKING RIVER (ENTERPRISE TO UPSTREAM MONDAY CREEK); EXCLUDING HOCKING R. MAINSTEM DST. DUCK CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 050&p_cycle=2008&p_state=OH
OH05030204 050<<=>>2008,OH05030204 050,HOCKING RIVER (ENTERPRISE TO UPSTREAM MONDAY CREEK); EXCLUDING HOCKING R. MAINSTEM DST. DUCK CREEK,NUTRIENTS,NUTRIENTS,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 050&p_cycle=2008&p_state=OH
OH05030204 080<<=>>2008,OH05030204 080,HOCKING RIVER (DOWNSTREAM MONDAY CREEK TO ATHENS/RM 33.1); EXCLUDING HOCKING R. MAINSTEM,NUTRIENTS,NUTRIENTS,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 080&p_cycle=2008&p_state=OH
OH05030204 080<<=>>2008,OH05030204 080,HOCKING RIVER (DOWNSTREAM MONDAY CREEK TO ATHENS/RM 33.1); EXCLUDING HOCKING R. MAINSTEM,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 080&p_cycle=2008&p_state=OH
OH05030204 090<<=>>2008,OH05030204 090,FEDERAL CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 090&p_cycle=2008&p_state=OH
OH05030204 090<<=>>2008,OH05030204 090,FEDERAL CREEK,NUTRIENTS,NUTRIENTS,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 090&p_cycle=2008&p_state=OH
OH05030204 100<<=>>2008,OH05030204 100,HOCKING RIVER (DOWNSTREAM ATHENS/RM 33.1 TO MOUTH); EXCLUDING FEDERAL CREEK AND HOCKING R.,NUTRIENTS,NUTRIENTS,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 100&p_cycle=2008&p_state=OH
OH05030204 100<<=>>2008,OH05030204 100,HOCKING RIVER (DOWNSTREAM ATHENS/RM 33.1 TO MOUTH); EXCLUDING FEDERAL CREEK AND HOCKING R.,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5030204,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05030204 100&p_cycle=2008&p_state=OH
OH05040001 001<<=>>2008,OH05040001 001,TUSCARAWAS RIVER MAINSTEM (DOWNSTREAM SIPPO CREEK TO MOUTH),NUTRIENTS,NUTRIENTS,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 001&p_cycle=2008&p_state=OH
OH05040001 001<<=>>2008,OH05040001 001,TUSCARAWAS RIVER MAINSTEM (DOWNSTREAM SIPPO CREEK TO MOUTH),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 001&p_cycle=2008&p_state=OH
OH05040001 010<<=>>2008,OH05040001 010,TUSCARAWAS RIVER (HEADWATERS TO DOWNSTREAM WOLF CREEK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 010&p_cycle=2008&p_state=OH
OH05040001 020<<=>>2008,OH05040001 020,CHIPPEWA CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 020&p_cycle=2008&p_state=OH
OH05040001 020<<=>>2008,OH05040001 020,CHIPPEWA CREEK,NUTRIENTS,NUTRIENTS,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 020&p_cycle=2008&p_state=OH
OH05040001 030<<=>>2008,OH05040001 030,TUSCARAWAS RIVER (DOWNSTREAM WOLF CREEK TO DOWNSTREAM SIPPO CREEK); EXCLUDING CHIPPEWA,NUTRIENTS,NUTRIENTS,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 030&p_cycle=2008&p_state=OH
OH05040001 030<<=>>2008,OH05040001 030,TUSCARAWAS RIVER (DOWNSTREAM WOLF CREEK TO DOWNSTREAM SIPPO CREEK); EXCLUDING CHIPPEWA,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 030&p_cycle=2008&p_state=OH
OH05040001 050<<=>>2008,OH05040001 050,NIMISHILLEN CREEK,ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 050&p_cycle=2008&p_state=OH
OH05040001 050<<=>>2008,OH05040001 050,NIMISHILLEN CREEK,NITRATES,NUTRIENTS,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 050&p_cycle=2008&p_state=OH
OH05040001 050<<=>>2008,OH05040001 050,NIMISHILLEN CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 050&p_cycle=2008&p_state=OH
OH05040001 050<<=>>2008,OH05040001 050,NIMISHILLEN CREEK,NUTRIENTS,NUTRIENTS,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 050&p_cycle=2008&p_state=OH
OH05040001 050<<=>>2008,OH05040001 050,NIMISHILLEN CREEK,AMMONIA,AMMONIA,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 050&p_cycle=2008&p_state=OH
OH05040001 090<<=>>2008,OH05040001 090,TUSCARAWAS RIVER (DOWNSTREAM SIPPO CREEK TO UPSTREAM SUGAR CREEK); EXCLUDING TUSCARAWAS R. MAINSTEM,NUTRIENTS,NUTRIENTS,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 090&p_cycle=2008&p_state=OH
OH05040001 130<<=>>2008,OH05040001 130,TUSCARAWAS RIVER (DOWNSTREAM SUGAR CR. TO UPSTREAM STILLWATER CR.); EXCLUDING TUSCARAWAS R. MAINSTEM,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 130&p_cycle=2008&p_state=OH
OH05040001 180<<=>>2008,OH05040001 180,TUSCARAWAS RIVER (DOWNSTREAM STILLWATER CR. TO UPSTREAM EVANS CR.); EXCLUDING TUSCARAWAS R. MAINSTEM,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 180&p_cycle=2008&p_state=OH
OH05040001 190<<=>>2008,OH05040001 190,TUSCARAWAS RIVER (UPSTREAM EVANS CREEK TO MOUTH); EXCLUDING TUSCARAWAS R. MAINSTEM,NUTRIENTS,NUTRIENTS,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 190&p_cycle=2008&p_state=OH
OH05040001 190<<=>>2008,OH05040001 190,TUSCARAWAS RIVER (UPSTREAM EVANS CREEK TO MOUTH); EXCLUDING TUSCARAWAS R. MAINSTEM,"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,5040001,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040001 190&p_cycle=2008&p_state=OH
OH05040002 010<<=>>2008,OH05040002 010,BLACK FORK MOHICAN RIVER (HEADWATERS TO DOWNSTREAM WHETSTONE CREEK),NUTRIENTS,NUTRIENTS,2008,OH,5040002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040002 010&p_cycle=2008&p_state=OH
OH05040002 020<<=>>2008,OH05040002 020,BLACK FORK MOHICAN RIVER (DOWNSTREAM WHETSTONE CREEK TO DOWNSTREAM ROCKY FORK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,5040002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040002 020&p_cycle=2008&p_state=OH
OH05040002 020<<=>>2008,OH05040002 020,BLACK FORK MOHICAN RIVER (DOWNSTREAM WHETSTONE CREEK TO DOWNSTREAM ROCKY FORK),NUTRIENTS,NUTRIENTS,2008,OH,5040002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040002 020&p_cycle=2008&p_state=OH
OH05040002 050<<=>>2008,OH05040002 050,JEROME FORK MOHICAN RIVER,NUTRIENTS,NUTRIENTS,2008,OH,5040002,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH05040002 050&p_cycle=2008&p_state=OH
